SAMPLE_ID,TYPE,PACKAGE,OUTER_CLASS,CLASS,METHOD,PARAMETERS,REPOSITORY,COMMIT_HASH,GIT_SOURCE_FILE_URL,START_LINE,END_LINE,PATH
5812130,class,org.apache.tinkerpop.gremlin.process.traversal.step.util.event,Event,ElementPropertyChangedEvent,,,git@github.com:apache/tinkerpop.git,7d9df0f0acf08f9e675ca7b337fc5e0243c09b53,https://github.com/apache/tinkerpop/blob/7d9df0f0acf08f9e675ca7b337fc5e0243c09b53/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/step/util/event/Event.java/#L217-L222,217,222,/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/step/util/event/Event.java
5809960,method,org.apache.tinkerpop.gremlin.process.traversal.dsl.graph,,GraphTraversalSource,withSideEffect,String|Supplier|BinaryOperator,git@github.com:apache/tinkerpop.git,7d9df0f0acf08f9e675ca7b337fc5e0243c09b53,https://github.com/apache/tinkerpop/blob/7d9df0f0acf08f9e675ca7b337fc5e0243c09b53/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/dsl/graph/GraphTraversalSource.java/#L189-L192,189,192,/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/dsl/graph/GraphTraversalSource.java
5822090,class,org.apache.uima.ruta.action,,TrimAction,,,git@github.com:apache/uima-ruta.git,caa4e84a113dbff6281420ffc28bc959bf096a19,https://github.com/apache/uima-ruta/blob/caa4e84a113dbff6281420ffc28bc959bf096a19/ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java/#L37-L136,37,136,/ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java
5828765,method,org.apache.unomi.persistence.elasticsearch,,ElasticSearchPersistenceServiceImpl,getPropertyMapping,String|String,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,https://github.com/apache/unomi/blob/1745c5221401a05e66ebf80fbe9cce2790442b3a/persistence-elasticsearch/core/src/main/java/org/apache/unomi/persistence/elasticsearch/ElasticSearchPersistenceServiceImpl.java/#L1158-L1167,1158,1167,/persistence-elasticsearch/core/src/main/java/org/apache/unomi/persistence/elasticsearch/ElasticSearchPersistenceServiceImpl.java
5828468,class,org.apache.unomi.mailchimp.services.internal,,MailChimpServiceImpl,,,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,https://github.com/apache/unomi/blob/1745c5221401a05e66ebf80fbe9cce2790442b3a/extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java/#L40-L434,40,434,/extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java
5839091,class,org.apache.catalina.valves,AbstractAccessLogValve,SessionAttributeElement,,,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/catalina/valves/AbstractAccessLogValve.java/#L1535-L1564,1535,1564,/java/org/apache/catalina/valves/AbstractAccessLogValve.java
5839770,class,org.apache.catalina.tribes.group.interceptors,EncryptInterceptor,ChannelConfigException,,,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/catalina/tribes/group/interceptors/EncryptInterceptor.java/#L630-L638,630,638,/java/org/apache/catalina/tribes/group/interceptors/EncryptInterceptor.java
5827650,class,org.apache.uima.ruta.cde.ui,,DocumentTableLabelProvider,,,git@github.com:apache/uima-ruta.git,caa4e84a113dbff6281420ffc28bc959bf096a19,https://github.com/apache/uima-ruta/blob/caa4e84a113dbff6281420ffc28bc959bf096a19/ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java/#L29-L85,29,85,/ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java
5841731,method,org.apache.catalina.startup,,VersionLoggerListener,setLogArgs,boolean,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/catalina/startup/VersionLoggerListener.java/#L55-L57,55,57,/java/org/apache/catalina/startup/VersionLoggerListener.java
5840527,method,org.apache.el.parser,,ELParser,DynamicExpression,,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/el/parser/ELParser.java/#L140-L168,140,168,/java/org/apache/el/parser/ELParser.java
5839532,method,org.apache.tomcat.util.net,,SSLHostConfig,adjustRelativePath,String,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/tomcat/util/net/SSLHostConfig.java/#L818-L834,818,834,/java/org/apache/tomcat/util/net/SSLHostConfig.java
5855407,class,org.apache.tomcat.dbcp.dbcp2.managed,,XAConnectionFactory,,,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/tomcat/dbcp/dbcp2/managed/XAConnectionFactory.java/#L33-L55,33,55,/java/org/apache/tomcat/dbcp/dbcp2/managed/XAConnectionFactory.java
5839980,method,org.apache.tomcat.util.descriptor.web,,ContextResourceLink,equals,Object,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/tomcat/util/descriptor/web/ContextResourceLink.java/#L94-L121,94,121,/java/org/apache/tomcat/util/descriptor/web/ContextResourceLink.java
5855589,method,org.apache.catalina.ha.session,,DeltaSession,endAccess,,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/catalina/ha/session/DeltaSession.java/#L412-L418,412,418,/java/org/apache/catalina/ha/session/DeltaSession.java
5855387,method,org.apache.tomcat.dbcp.dbcp2.datasources,,PerUserPoolDataSource,setPerUserTestWhileIdle,Map,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/tomcat/dbcp/dbcp2/datasources/PerUserPoolDataSource.java/#L1085-L1093,1085,1093,/java/org/apache/tomcat/dbcp/dbcp2/datasources/PerUserPoolDataSource.java
5857311,method,org.apache.uima.tools.viewer,,CasTreeViewer,getText,String,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,https://github.com/apache/uima-uimaj/blob/e79c33b5a3e4c25afb407e68e98df1829a68e5a7/uimaj-tools/src/main/java/org/apache/uima/tools/viewer/CasTreeViewer.java/#L381-L389,381,389,/uimaj-tools/src/main/java/org/apache/uima/tools/viewer/CasTreeViewer.java
5857044,class,org.apache.uima.tools.cvd.control,,FileSaveEventHandler,,,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,https://github.com/apache/uima-uimaj/blob/e79c33b5a3e4c25afb407e68e98df1829a68e5a7/uimaj-tools/src/main/java/org/apache/uima/tools/cvd/control/FileSaveEventHandler.java/#L28-L42,28,42,/uimaj-tools/src/main/java/org/apache/uima/tools/cvd/control/FileSaveEventHandler.java
5858827,method,org.apache.velocity.util.introspection,,DeprecatedCheckUberspector,init,,git@github.com:apache/velocity-engine.git,c85f3e586f00fea89dc21253d017baa180957b75,https://github.com/apache/velocity-engine/blob/c85f3e586f00fea89dc21253d017baa180957b75/velocity-engine-core/src/main/java/org/apache/velocity/util/introspection/DeprecatedCheckUberspector.java/#L38-L43,38,43,/velocity-engine-core/src/main/java/org/apache/velocity/util/introspection/DeprecatedCheckUberspector.java
5866628,class,org.apache.uima.caseditor.editor.action,,WideLeftAnnotationSideAction,,,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,https://github.com/apache/uima-uimaj/blob/e79c33b5a3e4c25afb407e68e98df1829a68e5a7/uimaj-ep-cas-editor/src/main/java/org/apache/uima/caseditor/editor/action/WideLeftAnnotationSideAction.java/#L35-L90,35,90,/uimaj-ep-cas-editor/src/main/java/org/apache/uima/caseditor/editor/action/WideLeftAnnotationSideAction.java
5871455,class,org.apache.vinci.transport,,ErrorFrame,,,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,https://github.com/apache/uima-uimaj/blob/e79c33b5a3e4c25afb407e68e98df1829a68e5a7/jVinci/src/main/java/org/apache/vinci/transport/ErrorFrame.java/#L28-L35,28,35,/jVinci/src/main/java/org/apache/vinci/transport/ErrorFrame.java
5875400,class,org.apache.usergrid.persistence.graph,,SearchByEdgeType,,,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/corepersistence/graph/src/main/java/org/apache/usergrid/persistence/graph/SearchByEdgeType.java/#L33-L84,33,84,/stack/corepersistence/graph/src/main/java/org/apache/usergrid/persistence/graph/SearchByEdgeType.java
5875574,method,org.apache.usergrid.rest.management.users,,UserResource,getToken,,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/rest/src/main/java/org/apache/usergrid/rest/management/users/UserResource.java/#L362-L364,362,364,/stack/rest/src/main/java/org/apache/usergrid/rest/management/users/UserResource.java
5884892,class,org.apache.usergrid.batch.service,,JobSchedulerService,,,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/core/src/main/java/org/apache/usergrid/batch/service/JobSchedulerService.java/#L55-L450,55,450,/stack/core/src/main/java/org/apache/usergrid/batch/service/JobSchedulerService.java
5894781,class,org.apache.ws.commons.schema,,XmlSchemaChoiceMember,,,git@github.com:apache/webservices-commons-xmlschema.git,9d6e2b950621ec0019086ac0a29ab809d00ff4ab,https://github.com/apache/webservices-commons-xmlschema/blob/9d6e2b950621ec0019086ac0a29ab809d00ff4ab/src/main/java/org/apache/ws/commons/schema/XmlSchemaChoiceMember.java/#L26-L27,26,27,/src/main/java/org/apache/ws/commons/schema/XmlSchemaChoiceMember.java
5894436,class,org.apache.usergrid.security.shiro.credentials,,AdminUserCredentials,,,git@github.com:apache/usergrid.git,ac1e6e4035f9307b871478ed47246cf92cfd5f7f,https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/services/src/main/java/org/apache/usergrid/security/shiro/credentials/AdminUserCredentials.java/#L20-L22,20,22,/stack/services/src/main/java/org/apache/usergrid/security/shiro/credentials/AdminUserCredentials.java
5898336,class,org.apache.xmlgraphics.java2d,,AbstractGraphicsConfiguration,,,git@github.com:apache/xmlgraphics-commons.git,dabbb28ff2d80efad587b84b16c73f54379cd514,https://github.com/apache/xmlgraphics-commons/blob/dabbb28ff2d80efad587b84b16c73f54379cd514/src/main/java/org/apache/xmlgraphics/java2d/AbstractGraphicsConfiguration.java/#L32-L50,32,50,/src/main/java/org/apache/xmlgraphics/java2d/AbstractGraphicsConfiguration.java
5870863,class,org.apache.uima.cas.impl,,ShortArrayFSImpl,,,git@github.com:apache/uima-uimaj.git,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,https://github.com/apache/uima-uimaj/blob/e79c33b5a3e4c25afb407e68e98df1829a68e5a7/uimaj-core/src/main/java/org/apache/uima/cas/impl/ShortArrayFSImpl.java/#L30-L109,30,109,/uimaj-core/src/main/java/org/apache/uima/cas/impl/ShortArrayFSImpl.java
5905362,class,org.apache.xalan.xsltc.runtime,,ErrorMessages_zh,,,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,https://github.com/apache/xalan-j/blob/cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa/src/org/apache/xalan/xsltc/runtime/ErrorMessages_zh.java/#L29-L285,29,285,/src/org/apache/xalan/xsltc/runtime/ErrorMessages_zh.java
5904263,method,org.apache.xml.dtm.ref,,DTMNodeProxy,splitText,int,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,https://github.com/apache/xalan-j/blob/cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa/src/org/apache/xml/dtm/ref/DTMNodeProxy.java/#L967-L970,967,970,/src/org/apache/xml/dtm/ref/DTMNodeProxy.java
5905498,class,org.apache.xalan.lib,,ExsltBase,,,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,https://github.com/apache/xalan-j/blob/cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa/src/org/apache/xalan/lib/ExsltBase.java/#L32-L84,32,84,/src/org/apache/xalan/lib/ExsltBase.java
5904455,method,org.apache.xml.utils,,UnImplNode,hasAttribute,String,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,https://github.com/apache/xalan-j/blob/cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa/src/org/apache/xml/utils/UnImplNode.java/#L323-L329,323,329,/src/org/apache/xml/utils/UnImplNode.java
5904841,method,org.apache.xalan.xsltc.compiler.util,,IntType,GE,boolean,git@github.com:apache/xalan-j.git,cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa,https://github.com/apache/xalan-j/blob/cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa/src/org/apache/xalan/xsltc/compiler/util/IntType.java/#L286-L289,286,289,/src/org/apache/xalan/xsltc/compiler/util/IntType.java
5923532,class,org.apache.zeppelin.interpreter.thrift.RemoteInterpreterService.angularRegistryPush_result,,angularRegistryPush_resultStandardScheme,,,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b,https://github.com/apache/zeppelin/blob/4219d552349f8f7f3e6de34505b8a8ae9835f98b/zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java/#L18484-L18515,18484,18515,/zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/thrift/RemoteInterpreterService.java
5922177,method,org.apache.zeppelin.realm.jwt,,KnoxJwtRealm,validateToken,String,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b,https://github.com/apache/zeppelin/blob/4219d552349f8f7f3e6de34505b8a8ae9835f98b/zeppelin-server/src/main/java/org/apache/zeppelin/realm/jwt/KnoxJwtRealm.java/#L130-L156,130,156,/zeppelin-server/src/main/java/org/apache/zeppelin/realm/jwt/KnoxJwtRealm.java
5938889,class,org.apache.zookeeper.inspector.gui,,ZooInspectorPanel,,,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,https://github.com/apache/zookeeper/blob/07c3aaf3d723fb3144c0aedc0c2b655325df70e9/zookeeper-contrib/zookeeper-contrib-zooinspector/src/main/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java/#L46-L258,46,258,/zookeeper-contrib/zookeeper-contrib-zooinspector/src/main/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java
5939437,method,org.apache.openejb.loader,,SystemInstance,setProperty,String|String|boolean,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148,https://github.com/apache/tomee/blob/d21933b313aff812fe5188b57bf572a9ad649148/container/openejb-loader/src/main/java/org/apache/openejb/loader/SystemInstance.java/#L176-L181,176,181,/container/openejb-loader/src/main/java/org/apache/openejb/loader/SystemInstance.java
5935402,class,org.apache.zeppelin.spark,,SparkVersion,,,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b,https://github.com/apache/zeppelin/blob/4219d552349f8f7f3e6de34505b8a8ae9835f98b/spark/interpreter/src/main/java/org/apache/zeppelin/spark/SparkVersion.java/#L25-L123,25,123,/spark/interpreter/src/main/java/org/apache/zeppelin/spark/SparkVersion.java
5939683,method,org.apache.openejb.config,,RemoteServer,setPortStartup,int,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148,https://github.com/apache/tomee/blob/d21933b313aff812fe5188b57bf572a9ad649148/container/openejb-core/src/main/java/org/apache/openejb/config/RemoteServer.java/#L141-L143,141,143,/container/openejb-core/src/main/java/org/apache/openejb/config/RemoteServer.java
5939954,constructor,org.apache.zookeeper.graph,,JsonGenerator,JsonGenerator,LogIterator,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,https://github.com/apache/zookeeper/blob/07c3aaf3d723fb3144c0aedc0c2b655325df70e9/zookeeper-contrib/zookeeper-contrib-loggraph/src/main/java/org/apache/zookeeper/graph/JsonGenerator.java/#L75-L213,75,213,/zookeeper-contrib/zookeeper-contrib-loggraph/src/main/java/org/apache/zookeeper/graph/JsonGenerator.java
5971146,class,org.apache.openejb.server.control,StandaloneServer,StopException,,,git@github.com:apache/tomee.git,d21933b313aff812fe5188b57bf572a9ad649148,https://github.com/apache/tomee/blob/d21933b313aff812fe5188b57bf572a9ad649148/itests/failover/src/main/java/org/apache/openejb/server/control/StandaloneServer.java/#L483-L488,483,488,/itests/failover/src/main/java/org/apache/openejb/server/control/StandaloneServer.java
6002683,class,org.apache.wss4j.policy.model,,Trust13,,,git@github.com:apache/ws-wss4j.git,c5ed7b9e785e408f16ac361fef5ce33b62d130a6,https://github.com/apache/ws-wss4j/blob/c5ed7b9e785e408f16ac361fef5ce33b62d130a6/policy/src/main/java/org/apache/wss4j/policy/model/Trust13.java/#L30-L170,30,170,/policy/src/main/java/org/apache/wss4j/policy/model/Trust13.java
6005367,method,org.apache.wss4j.policy.model,,Trust10,cloneAssertion,Policy,git@github.com:apache/ws-wss4j.git,c5ed7b9e785e408f16ac361fef5ce33b62d130a6,https://github.com/apache/ws-wss4j/blob/c5ed7b9e785e408f16ac361fef5ce33b62d130a6/policy/src/main/java/org/apache/wss4j/policy/model/Trust10.java/#L102-L105,102,105,/policy/src/main/java/org/apache/wss4j/policy/model/Trust10.java
6133230,method,org.eclipse.dltk.internal.ui.refactoring.reorg,,RenameRefactoringWizard,addUserInputPages,,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613,https://github.com/eclipse/dltk.core/blob/ff5ee79db0c2234347cb3f956de9b31047f43613/core/plugins/org.eclipse.dltk.ui/ui refactoring/org/eclipse/dltk/internal/ui/refactoring/reorg/RenameRefactoringWizard.java/#L39-L46,39,46,/core/plugins/org.eclipse.dltk.ui/ui refactoring/org/eclipse/dltk/internal/ui/refactoring/reorg/RenameRefactoringWizard.java
6005399,class,org.apache.wss4j.binding.wsu10,,TimestampType,,,git@github.com:apache/ws-wss4j.git,c5ed7b9e785e408f16ac361fef5ce33b62d130a6,https://github.com/apache/ws-wss4j/blob/c5ed7b9e785e408f16ac361fef5ce33b62d130a6/bindings/src/main/java/org/apache/wss4j/binding/wsu10/TimestampType.java/#L77-L219,77,219,/bindings/src/main/java/org/apache/wss4j/binding/wsu10/TimestampType.java
6009975,class,org.cloudfoundry.dependency.resource.pivotalnetwork,,PivotalNetworkInParams,,,git@github.com:cloudfoundry/java-buildpack-dependency-builder.git,d15085bcf74312af19ad40bee847e43c3b4e32ee,https://github.com/cloudfoundry/java-buildpack-dependency-builder/blob/d15085bcf74312af19ad40bee847e43c3b4e32ee/resources/pivotal-network-resource/src/main/java/org/cloudfoundry/dependency/resource/pivotalnetwork/PivotalNetworkInParams.java/#L19-L21,19,21,/resources/pivotal-network-resource/src/main/java/org/cloudfoundry/dependency/resource/pivotalnetwork/PivotalNetworkInParams.java
6010673,method,org.cloudfoundry.reactor.client,,_ReactorCloudFoundryClient,stacks,,git@github.com:cloudfoundry/cf-java-client.git,96e56309a7cda2db5f22f4234a80f3654b4cd946,https://github.com/cloudfoundry/cf-java-client/blob/96e56309a7cda2db5f22f4234a80f3654b4cd946/cloudfoundry-client-reactor/src/main/java/org/cloudfoundry/reactor/client/_ReactorCloudFoundryClient.java/#L366-L370,366,370,/cloudfoundry-client-reactor/src/main/java/org/cloudfoundry/reactor/client/_ReactorCloudFoundryClient.java
6009570,constructor,com.baidu.pbrpc.register.redis,,JedisPool,JedisPool,GenericObjectPoolConfig|String|int,git@github.com:baidu/Jprotobuf-rpc-socket.git,4422e24c725eaf1f76646f674718bcc8750a4e1d,https://github.com/baidu/Jprotobuf-rpc-socket/blob/4422e24c725eaf1f76646f674718bcc8750a4e1d/jprotobuf-rpc-registry-redis/src/main/java/com/baidu/pbrpc/register/redis/JedisPool.java/#L53-L55,53,55,/jprotobuf-rpc-registry-redis/src/main/java/com/baidu/pbrpc/register/redis/JedisPool.java
5939530,method,org.apache.zookeeper.server.auth,KerberosName,Rule,replaceSubstitution,String|Pattern|String|boolean,git@github.com:apache/zookeeper.git,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,https://github.com/apache/zookeeper/blob/07c3aaf3d723fb3144c0aedc0c2b655325df70e9/zookeeper-server/src/main/java/org/apache/zookeeper/server/auth/KerberosName.java/#L287-L295,287,295,/zookeeper-server/src/main/java/org/apache/zookeeper/server/auth/KerberosName.java
6009432,class,com.baidu.jprotobuf.pbrpc,,ErrorDataException,,,git@github.com:baidu/Jprotobuf-rpc-socket.git,4422e24c725eaf1f76646f674718bcc8750a4e1d,https://github.com/baidu/Jprotobuf-rpc-socket/blob/4422e24c725eaf1f76646f674718bcc8750a4e1d/jprotobuf-rpc-core/src/main/java/com/baidu/jprotobuf/pbrpc/ErrorDataException.java/#L28-L145,28,145,/jprotobuf-rpc-core/src/main/java/com/baidu/jprotobuf/pbrpc/ErrorDataException.java
6012953,class,org.cloudfoundry.client.v2.applications,,_ApplicationInstancesResponse,,,git@github.com:cloudfoundry/cf-java-client.git,96e56309a7cda2db5f22f4234a80f3654b4cd946,https://github.com/cloudfoundry/cf-java-client/blob/96e56309a7cda2db5f22f4234a80f3654b4cd946/cloudfoundry-client/src/main/java/org/cloudfoundry/client/v2/applications/_ApplicationInstancesResponse.java/#L33-L61,33,61,/cloudfoundry-client/src/main/java/org/cloudfoundry/client/v2/applications/_ApplicationInstancesResponse.java
